,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
3742,CASUAL DINING,Harbin BBQ,3.6,(5 Reviews),"Midland Avenue, Scarborough","Sky City Shopping Mall, 3278 Midland Avenue, Scarborough","['Chinese', 'Asian']",CA$20,[]
3743,LOUNGE,Toronto SkyLounge - InterContinental Toronto Yorkville,2.7,(11 Reviews),"Bloor Street West, The Annex","InterContinental Toronto Yorkville, 220 Bloor Street West, Toronto M5S 1T8",['Tapas'],CA$80,[]
3744,QUICK BITES,Double Double,3.7,(15 Reviews),"Sixth Line, Oakville","2530 Sixth Line, Oakville","['Pizza', 'Fast Food']",CA$25,[]
3745,QUICK BITES,Acacia Fine Foods,2.8,(14 Reviews),"Burnhamthorpe Road West, Mississauga","1170 Burnhamthorpe Road West, Mississauga L5C","['Middle Eastern', 'Lebanese']",CA$30,[]
3746,CASUAL DINING,Duckee,3.3,(15 Reviews),"Eglinton Avenue West, Forest Hill","525 Eglinton Avenue West, Toronto","['Dim Sum', 'Chinese', 'Asian']",CA$60,[]
3747,CASUAL DINING,Tandoori Style,3.5,(14 Reviews),"30 Melanie Drive, Brampton",30 Melanie Drive L6T 4L4,"['Pakistani', 'Indian']",CA$35,[]
3748,CAFÉ,York Street Cafe - The Strathcona Hotel,2.8,(12 Reviews),"Wellington Street West, Financial District","The Strathcona Hotel, 60 York Street, Toronto",['Cafe'],CA$40,[]
3749,CASUAL DINING,Isabella's Boutique Restaurant,3.8,(4 Reviews),"Queen Street East, The Beaches","2328 Queen Street East, Toronto M4E 1G9","['Canadian', 'Coffee and Tea']",CA$25,[]
3750,CASUAL DINING,Yummy Sushi,2.7,(12 Reviews),"Major Mackenzie Drive East, Richmond Hill","Unit 6, 1480 Major Mackenzie Drive East, Richmond Hill","['Sushi', 'Japanese', 'Asian']",CA$50,[]
3751,CASUAL DINING,Sushi in the Sky,3.3,(10 Reviews),"Lakeshore Road East, Mississauga","13 Stavesbank Rd, Mississauga L5G","['Japanese', 'Sushi', 'Asian']",CA$13,[]
3752,PUB,A Stone's Throw Pub & Grill,3.1,(13 Reviews),Clarington,"39 Martin Rd., Clarington","['Burger', 'Bar Food', 'Canadian']",CA$43,[]
3753,QUICK BITES,Kim's Ichiban,3.1,(11 Reviews),"Highway 7, Richmond Hill","550 Highway 7 East, Unit 99, Building E, Richmond Hill","['Sushi', 'Japanese']",CA$20,[]
3754,QUICK BITES,Pizza Point,3.5,(11 Reviews),"Queen Street West, Brampton","550 Queen Street West, Brampton",['Pizza'],CA$20,[]
3755,CASUAL DINING,Red Rose Garden,3.1,(14 Reviews),"York Regional Road 7, Markham","5460 Highway 7, Unit 1, Markham L3P 1B7","['Hakka Chinese', 'Asian']",CA$30,[]
3756,CASUAL DINING,King George's Arms,3.9,(12 Reviews),"Victoria Park Avenue, Scarborough","Victoria Commons, 2501 Victoria Park Avenue, Scarborough M1T 1A1",['Bar Food'],CA$50,[]
3757,CASUAL DINING,Genesis Bistro & Lounge,3.2,(7 Reviews),"Kennedy Road South, Brampton","83 Kennedy Road South, Brampton",['Bar Food'],CA$25,[]
3758,CASUAL DINING,Roll House,3.2,(6 Reviews),"Bloor Street West, Palmerston","648 Bloor Street West, Toronto","['Korean', 'Asian']",CA$40,[]
3759,CASUAL DINING,Pho Nhi,3.3,(6 Reviews),"Sheppard Avenue East, Scarborough","4002 Sheppard Avenue East, Unit 101, Scarborough M1S 4R5",['Vietnamese'],CA$25,[]
3760,BAR,The Gaslight,3.7,(8 Reviews),"Bloor Street West, Junction Triangle","1426 Bloor Street West, Toronto M6P 3L5",['Bar Food'],CA$55,[]
3761,CASUAL DINING,Mirra's Place,3.6,(9 Reviews),"Dufferin Street, North York","3157 Dufferin Street, North York M6A 2S9",['Italian'],CA$45,[]
3762,QUICK BITES,Bom Apetite Churrasqueira,3.8,(13 Reviews),"The Queensway, Etobicoke","1176 The Queensway, Etobicoke M8Z 1R4",['Portuguese'],CA$20,[]
3763,CASUAL DINING,Crave Restaurant and Bar,3.3,(12 Reviews),"Sheppard Avenue West, North York","816 Sheppard Avenue West, North York M3H 2T3",['Bar Food'],CA$50,[]
3764,CASUAL DINING,Los Chicos Brasa,2.9,(4 Reviews),Markham,"5308 Highway 7 E, Markham L3P 1B9",['Peruvian'],CA$25,[]
3765,CASUAL DINING,Chanterelle Bistro,3.8,(7 Reviews),Clarington,"33 Division Street, Bowmanville",['French'],CA$50,[]
3766,CASUAL DINING,Wokker,3.9,(14 Reviews),"Eglinton Avenue West, Mississauga","5555 Eglinton Avenue West, Mississauga",['Chinese'],CA$40,[]
3767,CASUAL DINING,Greek Brothers,3.3,(13 Reviews),Woodbridge,"3603 Langstaff Road, Woodbridge","['Greek', 'Mediterranean']",CA$30,[]
3768,BAR,Lansdowne Brewery,3.3,(6 Reviews),Brockton Village,"303 Lansdowne Avenue, Toronto M6K 2W5",['Bar Food'],CA$50,[]
3769,QUICK BITES,When The Pig Came Home,3.5,(4 Reviews),"Dundas Street West, The Junction","3035 Dundas Street W, Toronto M6P 2S7",['Sandwich'],CA$20,[]
3770,QUICK BITES,Marché Bakery,3.1,(14 Reviews),"Front Street West, Financial District","Brookfield Place, 181 Bay Street, Unit C350, The PATH, Toronto M5J 2V1","['Desserts', 'Juices']",CA$25,[]
3771,CAFÉ,Belljar Cafe,3.8,(14 Reviews),"Dundas Street West, Roncesvalles Village","2072 Dundas Street West, Toronto M6R 1W9",['Cafe'],CA$25,[]
3772,CASUAL DINING,Big Pita,3.0,(8 Reviews),St. Lawrence,"115 Front Street, Toronto M5A 4S5","['Mediterranean', 'Greek']",CA$25,[]
3773,CASUAL DINING,South China Noodles Delight,3.3,(5 Reviews),"3380 Midland Av, Scarborough","3380 Midland Avenue, Scarborough M1V 5B5","['Cantonese', 'Chinese', 'Asian']",CA$25,[]
3774,CASUAL DINING,Thai Culture,3.3,(4 Reviews),"Gerrard Street East, Leslieville",1455 Gerrard Street East M4L 1Z9,"['Thai', 'Malaysian']",CA$25,[]
3775,CASUAL DINING,K & K Cafe,3.0,(10 Reviews),"Highway 7, Richmond Hill","420 Highway 7, Unit 26, Richmond Hill L4B 3K2",['Hong Kong Style'],CA$25,[]
3776,CASUAL DINING,Scarlet Ibis,2.8,(9 Reviews),"1880 O'connor Drive, Bermondsey",1880 O'Connor Drive M4A 1X1,"['Caribbean', 'Chinese']",CA$40,[]
3777,CASUAL DINING,Pine Tree Garden,2.8,(10 Reviews),"Bur Oak Avenue, Markham","Berczy Village Shopping Centre, 10 Bur Oak Avenue, Unit 1, Markham","['Chinese', 'Asian']",CA$35,[]
3778,QUICK BITES,El-Sabil,3.8,(10 Reviews),"Lawrence Avenue East, Scarborough","2680 Lawrence Avenue East, Scarborough",['Middle Eastern'],CA$20,[]
3779,CASUAL DINING,Curry Club Restaurant,3.5,(13 Reviews),Oshawa,"38 Simcoe Street North, Oshawa",['Indian'],CA$20,[]
3780,CASUAL DINING,Ken Oh,3.5,(5 Reviews),"Dundas Street West, Discovery District","183 Dundas Street W, Toronto M5G 1C7",['Japanese'],CA$35,[]
3781,CASUAL DINING,Pho Tien,3.6,(13 Reviews),"Bathurst Street, Little Italy","358 Bathurst Street, Toronto M5T 2S6","['Vietnamese', 'Asian']",CA$30,[]
3782,CASUAL DINING,Super panda,3.2,(4 Reviews),Pickering,"705 Kingston Road, Unit 2, Pickering L1V 6K3","['Asian', 'Chinese']",CA$25,[]
3783,QUICK BITES,Ital Pizza,3.0,(15 Reviews),"Lavington Drive, Etobicoke","5 Lavington Drive, Etobicoke","['Pizza', 'Portuguese']",CA$25,[]
3784,CASUAL DINING,A+ Sushi & Bibim,3.5,(5 Reviews),"Queen Street West, Parkdale","1345 Queen Street West, Toronto","['Sushi', 'Japanese', 'Korean']",CA$40,[]
3785,CASUAL DINING,Wolfgang's on Brock,3.5,(8 Reviews),Whitby,"3100 Brock Street North, Whitby L1R2Y3",['German'],CA$43,[]
3786,CASUAL DINING,Kovalsky Restaurant,3.5,(7 Reviews),"The Queensway, Etobicoke","667 The Queensway, Etobicoke M8Y 1K8",['Polish'],CA$40,[]
3787,CASUAL DINING,Dragon Palace,3.6,(10 Reviews),"Dundas Street East, Mississauga","1850 Dundas Street East, Mississauga L4X 1L9","['Chinese', 'Asian']",CA$40,[]
3788,BAKERY,JC's Hot Bagels,3.5,(13 Reviews),"New Street, Burlington","Roseland Plaza, 3011 New Street, Burlington","['Bakery', 'Cafe']",CA$20,[]
3789,CASUAL DINING,Friends - All Day Breakfast,3.5,(7 Reviews),"Clark Boulevard, Brampton","155 Clark Boulevard, Brampton L6T 4G6","['Canadian', 'Coffee and Tea']",CA$30,[]
3790,CASUAL DINING,Sen Sushi,3.6,(12 Reviews),"Major Mackenzie Drive West, Vaughan","2338 Major Mackenzie Drive West, Vaughan",['Japanese'],CA$40,[]
3791,CASUAL DINING,Irish Times,2.9,(9 Reviews),"Bayly Street, Pickering","1400 Bayly Street, Pickering","['Bar Food', 'Irish']",CA$45,[]
3792,QUICK BITES,Sakura,3.6,(11 Reviews),"Keele Street, North York","York University, York Lanes, 4700 Keele Street, North York M3J 1P3","['Fast Food', 'Japanese', 'Korean', 'Asian']",CA$25,[]
3793,CASUAL DINING,Bravo Bistro,2.1,(10 Reviews),"Matheson Boulevard East, Mississauga","2560 Matheson Boulevard East, Mississauga","['European', 'Polish']",CA$25,[]
3794,CASUAL DINING,Pho U,2.6,(11 Reviews),"Parliament Street, Regent Park","398 Parliament Street, Toronto","['Vietnamese', 'Asian']",CA$30,[]
3795,CASUAL DINING,Spring China House,3.5,(12 Reviews),"Eglinton Avenue West, Forest Hill","961 Eglinton Avenue West, Toronto M6C 2C4","['Chinese', 'Asian']",CA$35,[]
3796,QUICK BITES,Mastro Nick,3.2,(7 Reviews),"Keele Street, York","1755 Keele Street, Toronto",['Pizza'],CA$20,[]
3797,QUICK BITES,The Portuguese Chicken Guys,3.4,(9 Reviews),"College Street, Dufferin Grove","898 College Street, Toronto M6H 1A4","['Portuguese', 'BBQ']",CA$25,[]
3798,QUICK BITES,Khalsa Pizza,3.7,(11 Reviews),"Chrysler Drive, Brampton","Chrysler Drive Centre, 470 Chrysler Drive, Unit 7, Brampton","['Pizza', 'Indian']",CA$25,[]
3799,QUICK BITES,Ciao Amici,3.8,(13 Reviews),"Bond Street West, Oshawa","8 Bond St W, Oshawa L1G 1A2","['Italian', 'Sandwich']",CA$13,[]
3800,QUICK BITES,Shawarma's King,3.0,(12 Reviews),"King Street West, Entertainment District","214 King Street West, Toronto M5C 2T3",['Middle Eastern'],CA$25,[]
3801,QUICK BITES,BBQ Express,2.9,(12 Reviews),"Bay Street, Yorkville","1240 Bay Street, Toronto M5R 3N7",['Fast Food'],CA$20,[]
3802,QUICK BITES,Authentic Trini Cuisine,3.3,(10 Reviews),"Williams Parkway, Brampton","1650 Williams Parkway, Brampton",['Caribbean'],CA$15,[]
3803,CASUAL DINING,Benab Family Restaurant,3.7,(8 Reviews),"Hurontario Street, Mississauga","Equity Square Plaza, 3085 Hurontario Street, Unit 17, Mississauga L5A 4E4","['West Indian', 'Chinese']",CA$30,[]
3804,CASUAL DINING,Elite Grande,3.7,(5 Reviews),"Finch Avenue West, North York","Units 7-10, 1126 Finch Avenue West, North York M3J 3J6","['Russian', 'European']",CA$45,[]
3805,BEVERAGE SHOP,Organique Juice Bar,3.1,(6 Reviews),"Queen Street South, Mississauga","154 Queen Street South, Mississauga L5M 1K4","['Juices', 'Beverages']",CA$25,[]
3806,CASUAL DINING,The Underground,3.1,(10 Reviews),"Keele Street, North York","York University, Student Centre, 4700 Keele Street, North York M3K 1P3","['Bar Food', 'American']",CA$40,[]
3807,QUICK BITES,Koozina,3.6,(12 Reviews),"Milton Mall, Milton","Milton Mall, 65 Ontario Street South, Milton","['Mediterranean', 'Fast Food']",CA$25,[]
3808,QUICK BITES,Euro Bite,3.1,(5 Reviews),"Parliament Street, Cabbagetown","582 Parliament Street, Toronto",['Eastern European'],CA$20,[]
3809,CAFÉ,True Love Cafe,3.4,(10 Reviews),"Dundas Street East, Garden District","290 Dundas Street East, Toronto M5A 1Z9",['Cafe'],CA$20,[]
3810,CAFÉ,Cafe Frappe,3.2,(11 Reviews),"Danforth Avenue, The Danforth","519 Danforth Avenue, Toronto",['Cafe'],CA$25,[]
3811,DESSERT PARLOR,Purdy's,3.7,(5 Reviews),"City Centre Drive, Mississauga","Square One Shopping Centre, 100 City Centre Drive, Mississauga","['Desserts', 'Ice Cream']",CA$20,[]
3812,CASUAL DINING,Sala Modern Thai Kitchen & Bar,3.5,(5 Reviews),East Danforth,"1262 Danforth Avenue Toronto, East Danforth, Toronto M4J 1M6","['Thai', 'Asian']",CA$30,[]
3813,CASUAL DINING,Curry + Roti,3.8,(11 Reviews),"Lawrence Avenue East, Scarborough","1732 Lawrence Avenue East, Scarborough M1R 2Y2",['West Indian'],CA$20,[]
3814,CASUAL DINING,Jester On Yonge,3.1,(12 Reviews),"Saint Clair Avenue East, Yonge & St. Clair","1427 Yonge Street, Toronto","['Bar Food', 'Grill']",CA$70,[]
3815,QUICK BITES,Maple Bakery Inc,3.7,(7 Reviews),"Keele Street, Vaughan","10040 Keele Street, Vaughan","['Bakery', 'Desserts']",CA$20,[]
3816,CASUAL DINING,Cucina Locale,3.6,(10 Reviews),Markham,"4471 Highway 7, Markham L3R 1M1","['Pizza', 'Italian']",CA$50,[]
3817,CASUAL DINING,South China,2.6,(14 Reviews),"Mount Pleasant Road, Davisville Village","513 Mount Pleasant Road, Toronto M4S 1J8","['Chinese', 'Asian']",CA$30,[]
3818,CASUAL DINING,Metropolitan Resto Bar,3.0,(11 Reviews),"Victoria Street, St. Lawrence","20 Victoria Street, Toronto",['Italian'],CA$80,[]
3819,QUICK BITES,Shawarma's King,2.6,(14 Reviews),"Queen Street East, Garden District","60 Queen Street East, Toronto M5C 2T3","['Fast Food', 'Middle Eastern']",CA$25,[]
3820,FOOD COURT,Magic Fusion Cuisine,3.0,(5 Reviews),"Highway 7, Markham","First Markham Place, Food Court, 3255 Highway 7 East, Markham","['Chinese', 'Asian']",CA$20,[]
3821,CASUAL DINING,Egg Sunrise Grill,3.8,(11 Reviews),"Dundas Street West, Brockton Village","1422 Dundas Street West, Toronto M6J","['Diner', 'Breakfast']",CA$30,[]
3822,CASUAL DINING,La Grotta Pizzeria,3.8,(14 Reviews),"Pape Avenue, Broadview North","951 Pape Avenue, Toronto","['Pizza', 'Italian']",CA$45,[]
3823,CASUAL DINING,Bakhtar Kabab,3.8,(13 Reviews),"Tomken Road, Mississauga","5925 Tomken Road, Unit 1, Mississauga L4W 4L8","['Middle Eastern', 'Afghan']",CA$45,[]
3824,CASUAL DINING,Pane E Vino Restaurant and Catering,3.5,(8 Reviews),"151 Brunel Road, Mississauga","151 Brunel Road, Mississauga L4Z 3E8","['Cafe', 'Italian', 'Sandwich']",CA$20,[]
3825,DESSERT PARLOR,COCO Crafted Organic Chocolates,3.5,(6 Reviews),"Jane Street, York","365 Jane St, Toronto M6S 2E2","['Ice Cream', 'Desserts', 'Cafe']",CA$15,[]
3826,CASUAL DINING,KINTON RAMEN,3.2,(9 Reviews),Thornhill,"505 Highaway 7 E, Unit 54-58, Thornhill L3T 7T1","['Japanese', 'Ramen']",CA$20,[]
3827,FOOD COURT,Marcello's,3.0,(13 Reviews),"King Street West, Entertainment District","145 King Street West, The PATH, Toronto M5H 1B6",['Deli'],CA$20,[]
3828,CASUAL DINING,Shi Ki Sushi,3.3,(11 Reviews),"Yonge Street, Richmond Hill","10593 Yonge Street, Unit 1, Richmond Hill L4C 3C5","['Sushi', 'Japanese', 'Korean', 'Asian']",CA$40,[]
3829,BAR,Tilted Kilt Pub & Eatery,3.4,(13 Reviews),"Enfield Place, Mississauga","285 Enfield Place, Mississauga L5B 3Y6",['Bar Food'],CA$30,[]
3830,CASUAL DINING,Iruka Sushi,3.4,(12 Reviews),"Queens Quay West, Fort York","550 Queens Quay West, Toronto M5V",['Sushi'],CA$50,[]
3831,CASUAL DINING,Stars Of Thai Cuisine,2.9,(12 Reviews),"Highway 7, Markham","3150 Highway 7 East, Unit 1, Markham","['Thai', 'Asian']",CA$35,[]
3832,QUICK BITES,Little Caesars,3.4,(14 Reviews),"SmartCentres Mississauga Meadowvale, Mississauga","SmartCentres Mississauga Meadowvale, 3055 Argentia Road, Mississauga","['Pizza', 'Fast Food']",CA$25,[]
3833,FOOD COURT,Freshwest Grill,3.8,(14 Reviews),"Wellington Street West, Financial District","TD West Tower, 100 Wellington Street West, The PATH, Toronto M5J 2R2",['Tex-Mex'],CA$20,[]
3834,QUICK BITES,Nari Sushi,3.6,(8 Reviews),"King Street East, St. Lawrence","257 King Street East, Toronto M5A1K2","['Sushi', 'Japanese']",CA$20,[]
3835,DESSERT PARLOR,Saving Thyme Catering Patisserie,3.5,(8 Reviews),"Appleby Line, Burlington","450 Appleby Line, Burlington L7L 2Y2",['Desserts'],CA$50,[]
3836,CASUAL DINING,The Cellar,3.9,(13 Reviews),"Main Street South, Halton Hills","78 Main Street South, Halton Hills","['Steak', 'Canadian']",CA$90,[]
3837,CASUAL DINING,Teresa's Ristorante,3.6,(14 Reviews),"Dufferin Street, Vaughan","9720 Dufferin Street, Unit 1, Vaughan",['Italian'],CA$60,[]
3838,CASUAL DINING,QJD Peking Duck Restaurant,3.2,(5 Reviews),Markham,"7095 Woodbine Avenue, Markham, Toronto",['Chinese'],CA$30,[]
3839,BAKERY,Hollywood Donuts,3.8,(10 Reviews),"Westney Road North, Ajax","15 Westney Road North, Ajax","['Coffee and Tea', 'Sandwich']",CA$15,[]
3840,CAFÉ,Red Eye Espresso,3.5,(11 Reviews),"Mccaul Street, Grange Park","29 McCaul Street, Toronto M5T 1V7",['Cafe'],CA$15,[]
3841,QUICK BITES,Bronte Chinese Food,3.4,(12 Reviews),"Lakeshore Road West, Oakville","2290 Lakeshore Road, Oakville","['Chinese', 'Asian']",CA$30,[]
3842,FOOD COURT,Wiang Kuk Thai Food,3.7,(9 Reviews),"Highway 7, Markham","First Markham Place, Food Court, 3255 Highway 7 East, Markham","['Thai', 'Asian']",CA$20,[]
3843,QUICK BITES,Negril Jerk Food,3.7,(9 Reviews),"Middlefield Road, Markham","2002 Middlefield Road, Markham",['Jamaican'],CA$20,[]
3844,CASUAL DINING,Good Luck,3.3,(9 Reviews),Scarborough,"2432 Eglinton Avenue E, Scarborough M1K 2P8","['Hakka Chinese', 'Asian']",CA$45,[]
3845,QUICK BITES,Il Padre's,3.3,(12 Reviews),"Royal York Road, Etobicoke","196 Royal York Road, Etobicoke",['Pizza'],CA$30,[]
3846,CASUAL DINING,Royal India,2.7,(11 Reviews),"Kennedy Road South, Brampton","116 Kennedy Road South, Brampton L6W 3E7",['Indian'],CA$30,[]
3847,DESSERT PARLOR,Touti Gelati,3.0,(7 Reviews),"Queens Quay West, Fort York","550 Queens Quay West, Toronto","['Ice Cream', 'Cafe']",CA$15,[]
3848,QUICK BITES,Mainsha,3.9,(11 Reviews),"Eglinton Avenue West, York","1563 Eglinton Avenue West, Toronto","['West Indian', 'Caribbean']",CA$25,[]
3849,CASUAL DINING,Tony Spiducci's Ristorante,3.9,(12 Reviews),"Steeles Avenue East, Milton","The Grand Chalet, 324 Steeles Avenue East, Milton",['Italian'],CA$50,[]
3850,QUICK BITES,My Roti Place,3.1,(10 Reviews),Fashion District,"406 Queen St W, Toronto, ON M5V 2A6",['Indian'],CA$15,[]
3851,DESSERT PARLOR,Dairy King,3.0,(8 Reviews),"Lakeshore Road East, Mississauga","341 Lakeshore Road East, Mississauga","['Ice Cream', 'Desserts', 'Fast Food']",CA$20,[]
3852,BAKERY,Papa John's Bakery,3.8,(4 Reviews),"Ceremonial Drive, Mississauga","223 Ceremonial Drive, Mississauga","['Desserts', 'Bakery', 'Asian']",CA$15,[]
3853,DESSERT PARLOR,OccaSSions,3.5,(7 Reviews),"Mcmurchy Avenue North, Brampton","33 McMurchy Avenue North, Brampton","['Bakery', 'Desserts']",CA$15,[]
3854,QUICK BITES,Jesse Jr.,2.9,(10 Reviews),"Sheppard Avenue East, Scarborough","4415 Sheppard Avenue East, Scarborough M1S 1V1",['Filipino'],CA$25,[]
3855,CAFÉ,Crepe de Licious,3.2,(10 Reviews),"Yonge Street, Downtown Yonge","Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","['Cafe', 'Desserts']",CA$20,[]
3856,CASUAL DINING,Hoya Sushi - Lakeshore,3.4,(8 Reviews),"Lake Shore Boulevard West, Etobicoke","3106, Lake Shore Boulevard West, Etobicoke","['Sushi', 'Japanese', 'Thai']",CA$25,[]
3857,DESSERT PARLOR,Grodzinski Bakery,3.8,(11 Reviews),"Bathurst Street, Thornhill","1118 Centre Street, Thornhill",['Bakery'],CA$25,[]
3858,CASUAL DINING,Lazeez Shawarma & Mediterranean Grill,3.2,(9 Reviews),"Tenth Line West, Mississauga","5618 Tenth Line West, Mississauga L5M 7L9","['Mediterranean', 'Middle Eastern']",CA$25,[]
3859,BAKERY,Hong Kong Island Bakery,3.1,(4 Reviews),"Spadina Avenue, Kensington-Chinatown","336 Spadina Avenue, Toronto M5T 2G2","['Bakery', 'Chinese']",CA$10,[]
3860,CASUAL DINING,Calypso Garden,3.9,(8 Reviews),"Kennedy Road South, Brampton","83 Kennedy Road South, Brampton L6W 3P3","['Caribbean', 'Chinese']",CA$25,[]
3861,CASUAL DINING,Hakka King,2.9,(10 Reviews),"Markham Road, Markham","7595 Markham Road, Markham L3S 0B6","['Indian', 'Hakka Chinese']",CA$30,[]
3862,CASUAL DINING,Tadka Nation,3.3,(6 Reviews),"Steeles Avenue East, Brampton","1625 Steeles Avenue East, Brampton L6T4T7","['Chinese', 'Indian']",CA$13,[]
3863,CASUAL DINING,China Garden,3.6,(10 Reviews),Whitchurch-Stouffville,"6291 Main Street, Whitchurch-Stouffville L4A1G5","['Chinese', 'Fusion']",CA$35,[]
3864,CASUAL DINING,Dragon Delight,3.5,(12 Reviews),"Saint Clair Avenue West, Hillcrest","825 St. Clair Avenue West, Toronto M6C 1B9","['Chinese', 'Asian']",CA$30,[]
3865,CASUAL DINING,Chinese Dumplings,3.5,(10 Reviews),"Saint Clair Avenue West, Hillcrest","645 St. Clair Avenue West, Toronto","['Chinese', 'Asian']",CA$40,[]
3866,QUICK BITES,Golden Wok,3.4,(17 Reviews),"Eringate Drive, Etobicoke","120 Eringate Drive, Unit 3, Etobicoke M9C 2N7","['Chinese', 'Fast Food']",CA$35,[]
3867,CASUAL DINING,Jac's Bistro,3.5,(11 Reviews),"Kerr Street, Oakville","379-B Kerr Street, Oakville","['Italian', 'French']",CA$85,[]
3868,CASUAL DINING,Kotsy's,3.4,(9 Reviews),"Hwy 7 West, Vaughan","2104 Ontario highway 7, Vaughan",['Diner'],CA$20,[]
3869,QUICK BITES,Pita Way,3.0,(15 Reviews),"Carlton Street, Downtown Yonge","45 Carlton Street, Unit 4, Toronto","['Fast Food', 'Middle Eastern']",CA$25,[]
3870,CASUAL DINING,Oshawa Thai Cuisine,3.7,(13 Reviews),Oshawa,"24 Bond Street West, Oshawa","['Chinese', 'Thai']",CA$25,[]
3871,CASUAL DINING,Lee's Kitchen,3.9,(12 Reviews),"Highway 7, Markham","Sherwood Plaza, 5694 Highway 7, Unit 7, Markham","['Chinese', 'Asian']",CA$30,[]
3872,QUICK BITES,Gardenia House,3.4,(12 Reviews),"Scarlett Road, Etobicoke","712 Scarlett Road, Etobicoke",['Chinese'],CA$25,[]
3873,CASUAL DINING,Master's Buffeteria,3.1,(5 Reviews),"Bloor Street West, The Annex","310 Bloor Street West, Toronto M5S 1W4",['Diner'],CA$30,[]
3874,QUICK BITES,Zeytouna,2.8,(9 Reviews),"Chestnut Street, Discovery District","171 Dundas Street West, Toronto M5G 1C7",['Mediterranean'],CA$30,[]
3875,CASUAL DINING,La Brasserie - Crowne Plaza,2.7,(10 Reviews),"Carlson Court, Etobicoke","33 Carlson Court, Etobicoke M9W 6H5","['French', 'Seafood', 'Steak']",CA$80,[]
3876,CASUAL DINING,Pattaya Thai Kitchen,3.6,(8 Reviews),The Beaches,"2326 Queen Street East, Toronto M4E 1G9",['Thai'],CA$35,[]
3877,QUICK BITES,Grillies,3.4,(10 Reviews),"Danforth Avenue, East Danforth","2632 Danforth Avenue, Toronto M4C 1L7","['Tex-Mex', 'Fast Food']",CA$25,[]
3878,CASUAL DINING,Fox Bistro - Radisson Suite Hotel,2.9,(14 Reviews),"Dixon Road, Etobicoke","Radisson Suite Hotel, 640 Dixon Road, Etobicoke",['Canadian'],CA$40,[]
3879,QUICK BITES,Golden Fish & Chips,3.7,(13 Reviews),"Main Street East, Milton","388 Main Street East, Milton",['Fish and Chips'],CA$25,[]
3880,QUICK BITES,Amazing Shawarma,3.4,(6 Reviews),"Eglinton Avenue East, Scarborough","2928 Eglinton Avenue East, Scarborough",['Middle Eastern'],CA$20,[]
3881,QUICK BITES,Yummy Wok,3.4,(7 Reviews),Scugog,"24 Water Street, Scugog",['Chinese'],CA$20,[]
3882,CASUAL DINING,Foodie North,3.5,(6 Reviews),"Central Parkway West, Mississauga","325 Central Pkwy W, Unit 2&4, Mississauga L5B 3X9",['Chinese'],CA$25,[]
