,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
2014,CASUAL DINING,Mango Mirchi,3.6,28,"Timberlea Boulevard, Mississauga","5359 Timberlea Boulevard, Mississauga L4W 4N5",Indian,30,43.63076299999999,-79.6421402,"5359 Timberlea Blvd, Mississauga, ON L4W 2R7, Canada",L4W,10
2015,CASUAL DINING,Mango Rain,3.9,31,"Lakeshore Road West, Mississauga","1714 Lakeshore Road West, Mississauga L5J 1J5","Indian, Thai, Asian",45,43.5177735,-79.62176889999998,"1714 Lakeshore Rd W, Mississauga, ON L5J 1J5, Canada",L5J,10
2016,CASUAL DINING,Madras,2.9,27,"Bovaird Drive East, Brampton","2280 Bovaird Drive East, Brampton L6R 3J5",South Indian,35,43.7520211,-79.73775289999998,"2280 Bovaird Dr E, Brampton, ON L6R 3J5, Canada",L6R,8
2017,DESSERT PARLOR,Short & Sweet Cupcakes,3.8,23,"Avenue Road, North York","1945 Avenue Road, North York M5M 4A2","Desserts, Bakery",15,43.7339919,-79.41945279999999,"1945 Avenue Rd, North York, ON M5M 4A2, Canada",M5M,12
2018,CASUAL DINING,Ding Ho,3.9,25,"Lawrence Avenue East, Scarborough","2873 Lawrence Ave E, Toronto M1P 2S8","Chinese, Asian",25,43.753456899999996,-79.2534617,"2873 Lawrence Ave E, Scarborough, ON M1P 2S9, Canada",M1P,2
2019,DESSERT PARLOR,Menchie's,3.7,33,"Warden Avenue, Markham","Markham Town Square, 3828 Highway 7 East, Markham",Frozen Yogurt,15,43.8576191,-79.3317446,"8601 Warden Ave, Unionville, ON L3R 0B5, Canada",L3R,8
2020,QUICK BITES,George's Deli BBQ,4.0,44,"Bathurst St East, Harbord Village","795 Bathurst Street, Toronto",Fast Food,35,43.664899,-79.41097009999999,"795 Bathurst St, Toronto, ON M5S 1Z5, Canada",M5S,3
2021,PUB,O'Finn's Irish Temper,3.9,39,"125 Navy, Oakville","136 Church Street, Oakville","Bar Food, Irish",80,43.4445938,-79.6704068,"136 Church St, Oakville, ON L6J 1M9, Canada",L6J,7
2022,CASUAL DINING,Suksi Biryani House,3.3,36,"Hayden Street, Church And Wellesley","15 Hayden Street, Toronto M4Y 2P2",Indian,45,43.6694267,-79.38585929999998,"15 Hayden St, Toronto, ON M4Y 2P2, Canada",M4Y,10
2023,CASUAL DINING,Outrigger,3.5,37,"Queen Street East, The Beaches","2232 Queen Street East, Toronto","Italian, American",65,43.672866600000006,-79.2878695,"2232 Queen St E, Toronto, ON M4E 1E9, Canada",M4E,1
2024,CASUAL DINING,Tian Fu Chinese Restaurant,3.9,22,"Steeles Avenue East, Markham","4771 Steeles Avenue East, Markham M1V",Sichuan,40,43.82527,-79.2988852,"4771 Steeles Ave E, Scarborough, ON M1V 4S5, Canada",M1V,8
2025,CASUAL DINING,Fresh Rolls,3.0,39,"The Queensway, Etobicoke","1830 The Queensway, Etobicoke M9C 5H5","Thai, Vietnamese",45,43.614988399999994,-79.5593123,"1830 The Queensway, Etobicoke, ON M9C 5H5, Canada",M9C,8
2026,CASUAL DINING,The Crooked Cue,3.4,41,"Lakeshore Road East, Mississauga","75 Lakeshore Road East, Mississauga L5G 1C9","Canadian, Bar Food",45,43.5525599,-79.5841796,"75 Lakeshore Rd E, Mississauga, ON L5G 1C9, Canada",L5G,9
2027,CASUAL DINING,Sunnyside Pavilion Cafe,3.5,25,High Park,"1755 Lake Shore Boulevard West, High Park M6S 5A3","Pizza, Bar Food",45,43.637556700000005,-79.4563771,"1755 Lake Shore Blvd W, Toronto, ON M6S 5A3, Canada",M6S,5
2028,QUICK BITES,Tweedy's Jamaican Patties & Restaurant,3.9,34,Newmarket,"16945 Leslie Street, Unit 30, Newmarket","Caribbean, Jamaican",20,44.0518518,-79.4271363,"30-16945 Leslie St, Newmarket, ON L3Y 8K7, Canada",L3Y,8
2029,QUICK BITES,Sizzlo'z,3.9,33,"Tenth Line West, Mississauga","5606 Tenth Line West, Mississauga L5M 0N7","Grill, Portuguese",30,43.558448999999996,-79.7418715,"5606 Tenth Line W, Mississauga, ON L5M 7L9, Canada",L5M,8
2030,CASUAL DINING,Barrio Fiesta,3.0,29,"Keele Street, Vaughan","RioCan Marketplace, 2215 Steeles Avenue West, Vaughan M4H 1C3","Filipino, Asian",40,43.7852584,-79.4733546,"81 Gerry Fitzgerald Dr, North York, ON M3J 3N2, Canada",M3J,2
2031,BAKERY,Rashmi's Bakery,3.9,26,"Pertosa Drive, Brampton","80 Pertosa Drive, Unit 13 L6X 5E9","Desserts, Bakery",35,43.6817174,-79.80416749999998,"Yum Shawarma, 13-80 Pertosa Dr, Brampton, ON L6X 5E9, Canada",L6X,12
2032,BAKERY,Bombay Bakers,3.5,21,Brampton,"375 Howden Boulevard, Brampton","Indian, Bakery",15,43.718036,-79.74283539999998,"375 Howden Blvd, Brampton, ON L6S 4L6, Canada",L6S,10
2033,CASUAL DINING,Gold City,3.8,40,"Main Street East, Milton","425 Main Street East, Milton","Chinese, Asian",35,43.518018299999994,-79.87849440000001,"425 Main St E, Milton, ON L9T 1P7, Canada",L9T,2
2034,QUICK BITES,Makkah Restaurant,3.9,27,"Donlands Avenue, The Danforth","1020 Danforth Avenue, Toronto M4J 1M2","Pakistani, Indian",25,43.6806999,-79.33665479999998,"1020 Danforth Ave, Toronto, ON M4J 1M2, Canada",M4J,8
2035,CASUAL DINING,Yummy Grill Restaurant,3.6,24,Thornhill,"531 Atkinson Avenue, Thornhill","Mediterranean, Middle Eastern, Eastern European",50,43.8176784,-79.4510945,"531 Atkinson Ave, Thornhill, ON L4J 8L7, Canada",L4J,8
2036,CASUAL DINING,Mezza Notte Trattoria,3.9,29,"Disera Drive, Thornhill","SmartCentres Thornhill, 11 Disera Drive, Thornhill",Italian,50,43.811344500000004,-79.4534638,"700 Centre St, Thornhill, ON L4J 0A7, Canada",L4J,1
2037,CASUAL DINING,Bread & Butter,3.9,33,"Mount Pleasant Road, Davisville Village","507 Mount Pleasant Road, Toronto M4S 2L9",Diner,30,43.70159200000001,-79.3870967,"507 Mt Pleasant Rd, Toronto, ON M4S 2L9, Canada",M4S,8
2038,QUICK BITES,Gusto Pizzeria,3.9,29,"Main Street North, Brampton","135 Main Street North, Brampton L6X 1M9","Pizza, Italian",25,43.68791299999999,-79.76291599999998,"135 Main St N, Brampton, ON L6X 1M9, Canada",L6X,5
2039,QUICK BITES,Jerk King,3.7,31,"Bloor Street West, Harbord Village","522 Bloor Street West, Toronto M5S 1Y3","Caribbean, West Indian",25,43.6654401,-79.41087840000002,"522 Bloor St W, Toronto, ON M5S 1Y3, Canada",M5S,8
2040,CASUAL DINING,Buffalo Wild Wings,3.7,45,"Argentia Road, Mississauga",3015 Argentia Road L5N 8E1,"Bar Food, American",45,43.5977727,-79.7856743,"3015 Argentia Rd, Mississauga, ON L5N 8E1, Canada",L5N,7
2041,CASUAL DINING,La Grill,3.9,24,"Keele Street, Vaughan","7880 Keele Street, Unit 7-8, Vaughan","Mediterranean, Seafood",40,43.8021431,-79.50089919999998,"7880 Keele St Unit 7-8, Concord, ON L4K 4G7, Canada",L4K,8
2042,CASUAL DINING,Madras Dosa Hut,2.7,30,"Albion Road, Etobicoke","1123 Albion Road, Toronto M9V 1A9",Indian,30,43.737046500000005,-79.5662705,"1123 Albion Rd, Etobicoke, ON M9V 1A9, Canada",M9V,10
2043,CASUAL DINING,Scratch Kitchen,2.9,21,"Yonge Street, Bedford Park","3471 Yonge Street, Bedford Park M4N 2N3","American, BBQ",35,43.73425220000001,-79.40439559999999,"3471 Yonge St, Toronto, ON M4N 2N2, Canada",M4N,14
2044,CASUAL DINING,Souvlaki Port Credit,3.6,33,"Lakeshore Road East, Mississauga","85 Lakeshore Road East, Mississauga L5G 1C9","Greek, Mediterranean, Middle Eastern",45,43.5527749,-79.5840918,"85 Lakeshore Rd E, Mississauga, ON L5G 1C9, Canada",L5G,8
2045,CAFÉ,T & T Bakery Cafe,3.9,30,"Main Street North, Markham","35 Main Street North, Markham L3P 8C5",Cafe,30,43.8751743,-79.2599749,"35 Main St N, Markham, ON L3P 8C5, Canada",L3P,6
2046,BAR,Boo Radley's,3.9,38,"Dupont Street, Junction Triangle","1482 Dupont Street, Toronto","Grill, Bar Food",40,43.66606360000001,-79.4502814,"1482 Dupont St, Toronto, ON M6P 3S1, Canada",M6P,14
2047,CASUAL DINING,Fred's,3.9,34,"Bloor Street, Mississauga","636 Bloor Street West, Mississauga L5A 3V9",Grill,70,43.66456910000001,-79.4146372,"636 Bloor St W, Toronto, ON M6G 1K7, Canada",M6G,8
2048,BEVERAGE SHOP,Gong Cha,3.2,26,"Steeles Avenue East, Markham","Metro Square Plaza, 3636 Steeles Avenue East, Markham L3R 1K9","Bubble Tea, Beverages",15,43.818843799999996,-79.33086390000001,"3636 Steeles Ave E, Markham, ON L3R 1K9, Canada",L3R,8
2049,BAR,Duggan's Brewery,3.5,18,"Queen Street West, Parkdale","1346 Queen Street West, Toronto M6K 1L4",Bar Food,45,43.6417075,-79.4321922,"1346 Queen St W, Toronto, ON M6K 1L4, Canada",M6K,7
2050,CASUAL DINING,Golden Griddle,2.7,47,"Carlton Street, Downtown Yonge","45 Carlton Street, Toronto M5B2H9",Canadian,40,43.66141529999999,-79.3806632,"45 Carlton St, Toronto, ON M5B 2H9, Canada",M5B,9
2051,CASUAL DINING,Ni-Ji Sushi,3.4,19,"Ellesmere Road, Scarborough","1095 Ellesmere Road, Scarborough M1P 2X2","Sushi, Japanese",30,43.767601,-79.27145300000001,"1095 Ellesmere Rd, Scarborough, ON M1P 2W9, Canada",M1P,4
2052,COFFEE SHOP,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,3.6,21,"King Street West, Entertainment District",287-289 King Street West M5V 1J5,"Cafe, Fast Food",20,43.6464095,-79.3898718,"287-289 King St W, Toronto, ON M5V 1J5, Canada",M5V,6
2053,CAFÉ,Fav Cafe,3.4,31,"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek, Unit 31, Richmond Hill L4B 3Z1",Cafe,25,43.844162700000005,-79.3877344,"Jubilee Square, 31-280 West Beaver Creek Rd, Richmond Hill, ON L4B 3B1, Canada",L4B,6
2054,CASUAL DINING,Berry Hill Food Company,3.9,24,Oshawa,"82 King Street West, Oshawa L1H8W7","American, Coffee and Tea, Sandwich",13,43.8970435,-78.86670600000001,"82 King St W, Oshawa, ON L1H 1A6, Canada",L1H,14
2055,CASUAL DINING,Maimana Naan & Kabab Restaurant,3.9,24,"Kingston Road East, Ajax","279 Kingston Road East, Ajax L1Z 0K5",Afghan,35,43.8633171,-79.01210189999998,"279 Kingston Rd E, Ajax, ON L1Z 0K5, Canada",L1Z,8
2056,CAFÉ,The TAMPERed PRESS,3.7,30,"Crawford Street, Trinity Bellwoods","256 Crawford Street, Toronto",Cafe,20,43.650128499999994,-79.41739079999998,"256 Crawford St, Toronto, ON M6J 2V8, Canada",M6J,6
2057,CASUAL DINING,Working Dog Saloon,3.8,38,"Saint Clair Avenue East, Scarborough","3676 St. Clair Avenue East, Scarborough","American, Bar Food",40,43.7193179,-79.2500575,"3676 St Clair Ave E, Scarborough, ON M1M 1T2, Canada",M1M,14
2058,CAFÉ,Covernotes,3.7,26,"Yonge Street, Richmond Hill","10268 Yonge Street, Richmond Hill L4C 3BC","Cafe, Coffee and Tea",20,43.8776503,-79.43933109999998,"10268 Yonge St, Richmond Hill, ON L4C 3B7, Canada",L4C,6
2059,CAFÉ,Odin,3.4,16,"King Street East, Corktown","514 King Street East, Toronto M5A 1M1",Cafe,25,43.656593,-79.3571094,"514 King St E, Toronto, ON M5A 1M1, Canada",M5A,6
2060,CASUAL DINING,The Cornerhouse,3.8,32,Whitchurch-Stouffville,"6403 Main Street, Whitchurch-Stouffville L4A 1G4",French,65,43.9718698,-79.24385649999998,"6403 Main St, Whitchurch-Stouffville, ON L4A 8A4, Canada",L4A,8
2061,CASUAL DINING,Athens Restaurant & Tavern,3.8,31,"Danforth Avenue, The Danforth","707 Danforth Avenue, Toronto M4J 1L2","Greek, Mediterranean",50,43.6789721,-79.3434527,"707 Danforth Ave, Toronto, ON M4J 1L2, Canada",M4J,8
2062,CASUAL DINING,Bombay Palace,3.7,35,Brampton,200 Advance Boulevard L6T 4V4,Indian,40,43.6916946,-79.6955431,"200 Advance Blvd, Brampton, ON L6T 4V5, Canada",L6T,10
2063,CASUAL DINING,Squirly's,3.9,42,"Queen Street West, Trinity Bellwoods","807 Queen Street West, Toronto M6J 1E3",Bar Food,50,43.64607059999999,-79.40887599999998,"807 Queen St W, Toronto, ON M6J 1G1, Canada",M6J,7
2064,QUICK BITES,Burrito Masters,3.6,32,"Trafalgar Road, Oakville","2335 Trafalgar Road, Unit D4, Oakville L6H 6N9",Tex-Mex,25,43.48342239999999,-79.7128857,"2335 Trafalgar Rd D4, Oakville, ON L6H 6N9, Canada",L6H,8
2065,CASUAL DINING,Four,3.8,40,"Bay Street, Financial District","187 Bay Street, Lower Level, Toronto M5L1G5",Canadian,100,43.64756679999999,-79.37960009999998,"187 Bay St, Toronto, ON M5L 1G6, Canada",M5L,9
2066,CASUAL DINING,Gabriel's,3.9,41,"Mississauga Road, Mississauga","6501 Mississauga Road, Mississauga L5N 1A6","Italian, Seafood, Grill",60,43.59911839999999,-79.73619709999998,"6501 Mississauga Rd, Mississauga, ON L5N 1A6, Canada",L5N,1
2067,CASUAL DINING,New Choice Restaurant,3.5,29,"Highway 7, Richmond Hill","324 Highway 7 East, Unit 8, Richmond Hill","Cantonese, Chinese, Asian",25,43.8408615,-79.40034870000001,"8-324 Hwy 7, Richmond Hill, ON L4B 1A6, Canada",L4B,13
2068,QUICK BITES,Wings & Wings,3.8,23,"Brimley Road, Scarborough","1185 Brimley Road, Scarborough M1P 3G4",Fast Food,20,43.7660659,-79.25952339999998,"1185 Brimley Rd, Scarborough, ON M1P 3G2, Canada",M1P,3
2069,QUICK BITES,Martino,3.9,34,"Dupont Street, The Annex","178 Dupont Street, Toronto M5R 2E6","Chinese, Thai, Asian, Pizza, Italian",25,43.67576529999999,-79.4036775,"178 Dupont St, Toronto, ON M5R 2E6, Canada",M5R,2
2070,FINE DINING,Flor De Sal,3.5,12,"Davenport Road, Casa Loma","501 Davenport Road, Toronto M4V 1B8","European, Mediterranean, Italian",120,43.6775536,-79.4070527,"501 Davenport Rd, Toronto, ON M4V 1B8, Canada",M4V,8
2071,BAR,The Dizzy,3.8,44,"282 Roncesvalles Av, Roncesvalles Village","305 Roncesvalles Avenue, Toronto M6R 2M3","Bar Food, Grill",65,43.6483196,-79.44966840000001,"305 Roncesvalles Ave, Toronto, ON M6R 2M6, Canada",M6R,7
2072,CASUAL DINING,Ritz Restaurant,3.9,34,"Donlands Avenue, Old East York","310 Donlands Avenue, Toronto",Filipino,30,43.6918704,-79.3421882,"310 Donlands Ave, East York, ON M4J 3R9, Canada",M4J,8
2073,CASUAL DINING,Casa Deluz Banquet Hall,3.4,10,"Sandhurst Circle, Scarborough","Woodside Square, First Floor, 1571 Sandhurst Circle, Scarborough M1V 1V2","Dim Sum, Cantonese",70,43.808894200000005,-79.2698542,"1571 Sandhurst Cir, Scarborough, ON M1V 1V2, Canada",M1V,8
2074,CASUAL DINING,Chacho's,3.5,26,"Merton Street, Davisville Village","234 Merton Street, Toronto M4S 1A1",Mexican,50,43.6977184,-79.3891344,"234 Merton St, Toronto, ON M4S 1A1, Canada",M4S,11
2075,CASUAL DINING,Ajuker Chicken,3.4,26,"Bloor Street West, Christie Pits","680 Bloor Street West, Toronto M6G 1L2",Korean,40,43.6640454,-79.41675749999999,"680 Bloor St W, Toronto, ON M6G 1L2, Canada",M6G,8
2076,CASUAL DINING,Ninki,3.2,37,"King Street West, Financial District","Scotia Plaza, 40 King Street West, The PATH, Toronto","Japanese, Asian",70,43.6495969,-79.37975899999998,"40 King St W, Toronto, ON M5H 3Y2, Canada",M5H,2
2077,CASUAL DINING,Kintako,3.8,19,Leaside,"101-214 Laird Drive, Toronto","Sushi, Japanese, Asian",40,43.7068088,-79.3618161,"101 Laird Dr, Toronto, ON M4G 3T7, Canada",M4G,4
2078,QUICK BITES,Doner Kebab House,3.8,36,"Yonge Street, Church And Wellesley","385 Yonge Street, Toronto M5B 1S1","Kebab, Turkish",25,43.658882500000004,-79.38174339999998,"385 Yonge St, Toronto, ON M5B 1S1, Canada",M5B,8
2079,CASUAL DINING,Sweet Esc,3.1,12,"1 Masseyfield Gate, Markham","30 Gibson Drive, Markham L3R 8B5","Desserts, Asian",20,43.823787300000006,-79.32688370000001,"30 Gibson Dr, Markham, ON L3R 8B5, Canada",L3R,12
2080,CASUAL DINING,Thai Siam,3.9,29,"Upper Middle Road East, Oakville","Upper Oakville Shopping Centre, 1011 Upper Middle Road East, Oakville","Thai, Asian",40,43.483382500000005,-79.69506870000001,"1011 Upper Middle Rd E, Oakville, ON L6H 4L2, Canada",L6H,2
2081,CASUAL DINING,Camarra,3.9,31,"Dufferin Street, North York","2899 Dufferin Street, North York M6B 3S7",Italian,50,43.7083419,-79.4530944,"2899 Dufferin St, North York, ON M6B 3S7, Canada",M6B,1
2082,CASUAL DINING,Thai One On,3.1,27,"Kennedy Road, Markham","7750 Kennedy Road, Markham","Thai, Asian",45,43.8425679,-79.305931,"7750 Kennedy Rd, Markham, ON L3R 0A7, Canada",L3R,2
2083,QUICK BITES,Mucho Burrito,2.7,40,"Appleby Line, Burlington","Upper Appleby Centre, 1940 Appleby Line, Burlington",Tex-Mex,30,43.39247160000001,-79.7900646,"1940-1960 Appleby Line, Burlington, ON L7L 0B7, Canada",L7L,8
2084,CASUAL DINING,Broncos,3.1,17,"Strachan Avenue, Trinity Bellwoods","127 Strachan Avenue, Toronto M6J",Burger,40,43.6432667,-79.41215030000001,"127 Strachan Ave, Toronto, ON M6J 2S7, Canada",M6J,8
2085,CASUAL DINING,Origination Chinese Noodle House,3.3,12,"Dundas Street West, Grange Park","Mandale Mall, 421 Dundas Street West, Toronto M5T2W4",Northern Chinese,30,43.653312,-79.39544529999998,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",M5T,8
2086,CASUAL DINING,Cocina Economica,3.1,16,St. Lawrence,"141 Berkeley Street, Toronto",Mexican,50,43.654976500000004,-79.3653819,"141 Berkeley St, Toronto, ON M5A 2X1, Canada",M5A,11
2087,CASUAL DINING,Great Eastern,3.9,26,"Victoria Park Avenue, North York","2579 Victoria Park Avenue, North York M1T 1A4","Chinese, Hakka Chinese, Asian",30,43.7743943,-79.32198989999998,"2579 Victoria Park Ave, North York, ON M1T 1A4, Canada",M1T,2
2088,BAR,Parcae,3.1,6,"Adelaide Street West, Entertainment District","348 Adelaide Street West, Toronto M5V 1R7",Tapas,90,43.6473654,-79.3932983,"348 Adelaide St W, Toronto, ON M5V 1R7, Canada",M5V,8
2089,QUICK BITES,Boar,3.6,24,"Yonge Street, Yonge & Eglinton","3 Glebe Road East, Toronto M4S 1N7",Sandwich,25,43.701015399999996,-79.3968025,"3 Glebe Rd E, Toronto, ON M4S 1N7, Canada",M4S,8
2090,CASUAL DINING,Ikki Sushi,3.9,37,"Kingston Road, Scarborough",2328 Kingston Road M1N 1V2,"Sushi, Japanese, Asian",40,43.7066684,-79.2515243,"2328 Kingston Rd, Scarborough, ON M1N 1V2, Canada",M1N,4
2091,PUB,Black Swan Pub & Grill,3.7,29,Burlington,"4040 Palladium Way, Burlington L7M 0V6",Bar Food,45,43.3967176,-79.8289302,"4040 Palladium Way, Burlington, ON L7M 0V6, Canada",L7M,7
2092,CAFÉ,Quantum Coffee,3.5,19,"King Street West, Fashion District","460 King Street West, Toronto M5V 1L7",Cafe,25,43.6455606,-79.39540939999998,"460 King St W, Toronto, ON M5V 1L7, Canada",M5V,6
2093,CASUAL DINING,The Grover,3.6,27,"Kingston Road, The Beaches","676 Kingston Road, Toronto M4E 1R4","Bar Food, American, British",50,43.6792427,-79.29730200000002,"676 Kingston Rd, Toronto, ON M4E 1R4, Canada",M4E,7
2094,FINE DINING,Persian Palace,3.6,30,"Yonge Street, Richmond Hill","10711 Yonge Street, Richmond Hill",Iranian,65,43.88885639999999,-79.44047010000001,"10711 Yonge St, Richmond Hill, ON L4C 3E1, Canada",L4C,8
2095,CASUAL DINING,Sashimi Island,3.2,30,"College Street, Little Italy","635 College Street, Toronto M6G 1B4","Sushi, Japanese, Asian",30,43.654701,-79.41502690000002,"635 College St, Toronto, ON M6G 1B5, Canada",M6G,4
2096,QUICK BITES,Yin Ji Chang Fen,3.4,11,Markham,"7010 Warden Avenue, Unit 17-18, Markham L3R 5Y3",Chinese,25,43.820206799999994,-79.3253433,"7010 Warden Ave Unit 17-18, Markham, ON L3R 5Y3, Canada",L3R,8
2097,CASUAL DINING,Pho Mi T&T,3.8,26,"Brant Street, Burlington","583 Brant Street, Burlington","Vietnamese, Asian",45,43.329697100000004,-79.8022558,"583 Brant St, Burlington, ON L7R 2G6, Canada",L7R,2
2098,CASUAL DINING,Richlane,3.6,14,"Leslie Street, Richmond Hill","Richlane Mall, 9425 Leslie Street, Richmond Hill","Dim Sum, Cantonese, Chinese, Asian",70,43.8663083,-79.38636109999999,"9425 Leslie St, Richmond Hill, ON L4B 3N7, Canada",L4B,13
2099,CAFÉ,Il Piccolo Forno,3.9,28,"Innovation Drive, Woodbridge","40 Innovation Drive, Unit 12, Woodbridge","Cafe, Desserts, Bakery",25,43.7887586,-79.6269626,"12-40 Innovation Dr, Woodbridge, ON L4H 0T2, Canada",L4H,6
2100,BAKERY,La Rose Italian Bakery,3.9,34,"Bronte Street South, Milton","327 Bronte Street South, Milton L9T 4A4","Cafe, Bakery",15,43.502712100000004,-79.87885829999998,"327 Bronte St S, Milton, ON L9T 4A4, Canada",L9T,6
2101,CASUAL DINING,Tuptim Thai Restaurant,3.7,31,Newmarket,"450 Mulock Drive, Newmarket",Thai,45,44.04043919999999,-79.4550503,"450 Mulock Dr, Newmarket, ON L3Y 9B8, Canada",L3Y,8
2102,CASUAL DINING,Red Chilli Thai,3.3,33,"Danforth Avenue, East Danforth","1266 Danforth Avenue, Toronto M4J 1M6",Thai,40,43.6819923,-79.33071939999998,"1266 Danforth Ave, Toronto, ON M4J 1M6, Canada",M4J,8
2103,CASUAL DINING,Bar Reyna,3.3,10,"Cumberland Street, Yorkville","158 Cumberland Street, Toronto M5R 1A8","Mediterranean, Bar Food",25,43.6700667,-79.3934093,"158 Cumberland St, Toronto, ON M5R 1A8, Canada",M5R,14
2104,CASUAL DINING,McAdam Place,3.9,25,Mississauga,"5659 McAdam Rd, Mississauga",Eastern European,43,43.6252214,-79.6652088,"5659 McAdam Rd, Mississauga, ON L4Z 1N9, Canada",L4Z,8
2105,LOUNGE,Belfast Lounge,3.7,32,"Dixie Road, Mississauga","5165 Dixie Road, Mississauga L4W 4G1","Bar Food, Irish",50,43.640108700000006,-79.6250323,"5165 Dixie Rd, Mississauga, ON L4W 4G1, Canada",L4W,7
2106,PUB,Belfast Love Public House,3.2,14,"King Street West, Fashion District",548 King Street W M5V 1M3,Bar Food,70,43.6450904,-79.39851000000002,"548 King St W, Toronto, ON M5V 1M3, Canada",M5V,7
2107,BAR,Orwell's Pub,3.9,44,"Bloor Street West, Etobicoke","3373 Bloor Street West, Etobicoke M8X 1G2",Bar Food,40,43.6445706,-79.52282209999998,"3373 Bloor St W, Etobicoke, ON M8X 1G2, Canada",M8X,7
2108,CASUAL DINING,Mermaid Fish & Grill House,3.5,12,"Lawrence Avenue East, Scarborough","1748 Lawrence Avenue East, Scarborough M1R 2Y1","Fish and Chips, Mediterranean",30,43.7428614,-79.3081431,"1748 Lawrence Ave E, Scarborough, ON M1R 2Y1, Canada",M1R,8
2109,CASUAL DINING,Greece Restaurant,3.9,34,"Mount Pleasant Road, Davisville Village","643 Mount Pleasant Road, Toronto M4S 2M9",Greek,35,43.70494,-79.38860770000001,"643 Mt Pleasant Rd, Toronto, ON M4S 2M9, Canada",M4S,8
2110,QUICK BITES,3 Coins Open Kitchen,3.3,34,"Yonge Street, Richmond Hill","10140 Yonge Street, Richmond Hill L4C 1T7","Canadian, Fast Food",25,43.8746295,-79.43823700000002,"10140 Yonge St, Richmond Hill, ON L4C 1T6, Canada",L4C,9
2111,CASUAL DINING,Royale Fine Dining,3.4,11,"Silver Star Boulevard, Scarborough","Silver Star, 648 Silver Star Boulevard, Scarborough","Dim Sum, Chinese",45,43.8226729,-79.30021090000001,"648 Silver Star Blvd, Scarborough, ON M1V 5N1, Canada",M1V,13
2112,QUICK BITES,Alima's Roti & Pastry,3.8,28,"Kenview Boulevard, Mississauga",13 Kenview Boulevard L6T 5K9,"Caribbean, Fast Food",20,43.7357084,-79.64907020000001,"13 Kenview Blvd, Brampton, ON L6T 5G5, Canada",L6T,8
2113,CASUAL DINING,Simon's Wok Vegetarian Kitchen,3.6,27,"Gerrard Street East, Riverdale","797 Gerrard Street East, Toronto M4M 1Y5",Cantonese,25,43.6668738,-79.3455656,"797 Gerrard St E, Toronto, ON M4M 1Y5, Canada",M4M,8
2114,FINE DINING,Shrimp Cocktail,3.9,36,Whitby,"843 King Street West, Whitby L1J 2L5",Seafood,100,43.889902899999996,-78.8945646,"843 King St W, Oshawa, ON L1J 2L4, Canada",L1J,8
2115,CAFÉ,The Big Carrot,3.8,41,"Danforth Avenue, The Danforth","348 Danforth Avenue, Toronto","Juices, Cafe, Deli",25,43.677572999999995,-79.3527601,"348 Danforth Ave, Toronto, ON M4K 1P1, Canada",M4K,8
2116,QUICK BITES,Chubby's Fish N' Chips,3.9,36,"Islington Avenue, Etobicoke","2290 Islington Avenue, Toronto M9W 3W8","Burger, Fish and Chips",35,43.71512,-79.55563740000001,"2290 Islington Ave, Etobicoke, ON M9W 3W8, Canada",M9W,8
2117,BAR,Wychwood Pub,3.3,27,"Saint Clair Avenue West, Forest Hill","517 St. Clair Avenue West, Toronto M6C 1A1",Bar Food,60,43.6828182,-79.4188923,"517 St Clair Ave W, Toronto, ON M6C 1A1, Canada",M6C,7
2118,CASUAL DINING,Swiss Chalet,3.2,13,"Victoria Park Avenue, Scarborough","Victoria Commons, 2555 Victoria Park Avenue, Scarborough M1T1A3","Canadian, Grill, Beverages",40,43.7723007,-79.321162,"2555 Victoria Park Ave, Scarborough, ON M1T 1A3, Canada",M1T,9
2119,QUICK BITES,Rose's Vietnamese Sandwiches,3.9,27,"Gerrard Street East, Riverside","601 Gerrard Street East, Toronto M4M 2H1","Vietnamese, Asian",15,43.665558000000004,-79.35170600000001,"601 Gerrard St E, Toronto, ON M4M 1Y2, Canada",M4M,2
2120,QUICK BITES,Churrasco,3.9,35,"Front Street East, St. Lawrence","St. Lawrence Market, 91 Front Street East, Toronto",Portuguese,30,43.6486879,-79.3715454,"93 Front St E, Toronto, ON M5E 1C3, Canada",M5E,8
2121,CASUAL DINING,Horizons Restaurant,2.9,26,"CN Tower, Entertainment District","CN Tower, 301 Front Street West, Toronto M5V 2T6","Canadian, Burger",90,43.6425657,-79.38705569999998,"CN Tower, 301 Front St W, Toronto, ON M5V 2T6, Canada",M5V,9
2122,QUICK BITES,Shawarma Hut,3.8,26,"Queen Street South, Mississauga","17 Queen Street North, Mississauga L5N 1A2","Middle Eastern, Grill",35,43.588852,-79.72282390000001,"17 Queen St N, Mississauga, ON L5N 6A1, Canada",L5N,8
2123,CASUAL DINING,Gold Mark Chinese Cuisine,3.0,13,"Woodbine Avenue, Markham","7501 Woodbine Avenue, Markham","Dim Sum, Cantonese, Chinese, Asian",50,43.8266792,-79.35095600000001,"7501 Woodbine Ave, Markham, ON L3R 2W1, Canada",L3R,13
