,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in,Google Addresses,Lat,Lng,Postal Codes
108,CASUAL DINING,Sushi On Bloor,4.3,354,"Bloor Street West, Harbord Village","25 Bloor Street West, Toronto M5S 1Y4 M5S","Sushi, Japanese, Asian",50,Super Sushi,"25 Bloor St W, Toronto, ON M4W 1A3, Canada",43.669919799999995,-79.3878953,M4W
109,CASUAL DINING,The 3 Brewers,4.1,315,"Yonge Street, Downtown Yonge","275 Yonge Street, Toronto M5B 1N8","American, Bar Food",65,,"275 Yonge St, Toronto, ON M5B 1N8, Canada",43.6555236,-79.38022240000002,M5B
110,CASUAL DINING,Mickey's Pizza,4.5,232,"Lakeshore Road West, Mississauga","1900 Lakeshore Road W, Mississauga L5J 1J7",Pizza,30,,"1900 Lakeshore Rd W, Mississauga, ON L5J 1J7, Canada",43.513695500000004,-79.626395,L5J
111,BAKERY,Lamanna's Bakery,4.7,169,"Kingston Road, Scarborough","6758 Kingston Road, Scarborough M1B 1G8","Bakery, Italian",25,,"6758 Kingston Rd, Scarborough, ON M1B 1G8, Canada",43.7984704,-79.1481948,M1B
112,CASUAL DINING,Woodlot,4.2,211,"College Street, Little Italy","293 Palmerston Avenue, Toronto M6J 2J3",Canadian,100,"Comfort Food, Date Night, Happy Herbivores","293 Palmerston Ave, Toronto, ON M6J 2J3, Canada",43.6556815,-79.40974150000002,M6J
113,CASUAL DINING,Foxley Bistro,4.5,220,"Ossington Avenue, Trinity Bellwoods","207 Ossington Avenue, Toronto M6J 2Z8","Tapas, Asian Fusion",40,,"207 Ossington Ave, Toronto, ON M6J 2Z8, Canada",43.6486536,-79.4202883,M6J
114,CASUAL DINING,Federick Restaurant,4.2,230,"1920 Ellesmere Road, Scarborough","1920 Ellesmere Road, Scarborough M1H 2V6","Hakka Chinese, Chinese, Asian",30,,"1920 Ellesmere Rd, Scarborough, ON M1H 2V6, Canada",43.77500329999999,-79.2408418,M1H
115,BAR,Thoroughbred,4.3,112,"Queen Street West, Entertainment District","304 Richmond Street West, Toronto M5V 1X2","Fusion, Canadian, Bar Food",80,,"304 Richmond St W, Toronto, ON M5V 1X2, Canada",43.6490436,-79.3915268,M5V
116,CAFÉ,Maha's,4.2,85,"Greenwood Avenue, Leslieville","226 Greenwood Avenue, Toronto M4L 2R2","Cafe, Egyptian",35,"Weekend Brunches, Great Breakfasts, Trending This Week","226 Greenwood Ave, Toronto, ON M4L 2R2, Canada",43.6716801,-79.3285772,M4L
117,CASUAL DINING,Chantecler,4.6,141,"Queen Street West, Brockton Village","1320 Queen Street West, Toronto M6K 1L4",Asian Fusion,40,Late Night Restaurants,"1320 Queen St W, Toronto, ON M6K 1L4, Canada",43.64184640000001,-79.43129669999998,M6K
118,CASUAL DINING,Pho Hung,4.1,287,"Spadina Avenue, Kensington-Chinatown","350 Spadina Avenue, Toronto M5T2G4",Vietnamese,35,Restaurants Serving Pho,"350 Spadina Ave, Toronto, ON M5T 2G4, Canada",43.65445020000001,-79.39903040000002,M5T
119,CASUAL DINING,Smoque N' Bones,4.2,116,"Queen Street West, Trinity Bellwoods","869 Queen Street West, Toronto","BBQ, Bar Food",50,Barbecue & Grill,"869 Queen St W, Toronto, ON M6J 1G4, Canada",43.6456661,-79.4107245,M6J
120,CASUAL DINING,Memphis BBQ & Wicked Wings,4.8,255,"Islington Avenue, Woodbridge","8074 Islington Avenue, Vaughan","BBQ, American",35,,"8074 Islington Ave, Woodbridge, ON L4L 1W5, Canada",43.7894111,-79.58705440000001,L4L
121,QUICK BITES,Big Smoke Burger,4.4,290,"King Street West, Fashion District","573 King Street West, Toronto","Burger, Fast Food",25,Kickass Burgers,"573 King St W, Toronto, ON M5V 1M1, Canada",43.6443859,-79.3995679,M5V
122,CASUAL DINING,The Gabardine,4.1,191,"Bay Street, Financial District","372 Bay Street, Toronto M5H 2W9","Canadian, Breakfast",75,,"372 Bay St, Toronto, ON M5H 2W9, Canada",43.6509626,-79.38142239999998,M5H
123,CASUAL DINING,Tabule,4.2,233,"Yonge Street, Yonge & Eglinton","2009 Yonge Street, Toronto M4S 1Z8",Middle Eastern,55,,"2009 Yonge St, Toronto, ON M4S 1Z8, Canada",43.70103220000001,-79.39675079999998,M4S
124,CASUAL DINING,Edulis,4.2,121,"Niagara Street, Niagara","169 Niagara Street, Toronto M5V 1C9",European,155,Weekend Brunches,"169 Niagara St, Toronto, ON M5V 1C9, Canada",43.641948,-79.40657949999998,M5V
125,CASUAL DINING,Earls,4.0,220,"King Street West, Financial District","150 King Street West, Toronto M5H 1J9",Grill,100,Late Night Restaurants,"150 King St W, Toronto, ON M5H 3T9, Canada",43.6481325,-79.38465550000002,M5H
126,BAR,Oddseoul,4.3,145,"Ossington Avenue, Beaconsfield Village","90 Ossington Avenue, Toronto M6J 2Z4","Korean, Asian Fusion, Asian",60,,"90 Ossington Ave, Toronto, ON M6J 2Z4, Canada",43.6461721,-79.41973459999998,M6J
127,CASUAL DINING,The Queen And Beaver Public House,4.3,229,"Street Bay, Downtown Yonge","35 Elm Street, Toronto","British, Bar Food",70,,"35 Elm St, Toronto, ON M5G 1H1, Canada",43.6573125,-79.3832297,M5G
128,CASUAL DINING,Pearl Diver,4.4,176,"Adelaide Street East, St. Lawrence","100 Adelaide Street East, Toronto M5C 1K9",Seafood,40,"Super Seafood, Comfort Food","100 Adelaide St E, Toronto, ON M5C 1K9, Canada",43.6515394,-79.37375999999998,M5C
129,CASUAL DINING,Aji Sai,3.9,321,"Queen Street West, Kensington-Chinatown","467 Queen Street W, Toronto M5V 2A9","Sushi, Japanese, Asian",70,Super Sushi,"467 Queen St W, Toronto, ON M5V 2A9, Canada",43.6483773,-79.39740069999998,M5V
130,CASUAL DINING,Luckee by Susur Lee,4.1,112,"Wellington Street West, Entertainment District","SoHo Metropolitan Hotel, 328 Wellington Street West, Toronto M5V 3T4","Dim Sum, Chinese, Asian",100,Great Chinese,"318 Wellington St W, Toronto, ON M5V 3T4, Canada",43.6447662,-79.39218989999998,M5V
131,CASUAL DINING,County General,3.9,218,"Queen Street West, Trinity Bellwoods","936 Queen Street West, Toronto M6J 1G9",American,70,,"936 Queen St W, Toronto, ON M6J 1G6, Canada",43.644988899999994,-79.4162281,M6J
132,CASUAL DINING,Pukka,4.3,129,"Saint Clair Avenue West, Forest Hill","778 St. Clair Avenue West, Toronto",Indian,85,,"778 St Clair Ave W, Toronto, ON M6C 1B6, Canada",43.681229200000004,-79.4292686,M6C
133,CASUAL DINING,Mezes,4.4,242,"Danforth Avenue, The Danforth","456 Danforth Avenue, Toronto M4K 1P4",Greek,60,,"456 Danforth Ave, Toronto, ON M4K 1P4, Canada",43.6781397,-79.3502475,M4K
134,CASUAL DINING,Woody's Burgers,4.6,214,"Lake Shore Boulevard West, Etobicoke","3795 Lake Shore Boulevard West, Etobicoke","Burger, Grill",40,Super Sandwiches,"3795 Lake Shore Blvd W, Etobicoke, ON M8W 1R2, Canada",43.5922886,-79.54177899999998,M8W
135,CASUAL DINING,Mi Ne Sushi,4.4,254,"Yonge Street, Richmond Hill","10815 Yonge Street, Richmond Hill","Sushi, Japanese, Asian",85,Super Sushi,"10815 Yonge St, Richmond Hill, ON L4C 3E3, Canada",43.89161470000001,-79.4412021,L4C
136,CASUAL DINING,The Good Son Restaurant,4.2,111,"Queen Street West, Beaconsfield Village","1096 Queen Street West, Toronto M6J 1H9","Canadian, Pizza, European",85,,"1096 Queen St W, Toronto, ON M6J 1H9, Canada",43.64365460000001,-79.4228095,M6J
137,CASUAL DINING,The Beer Hall,4.1,309,"Tank House Lane, Distillery District","21 Tank House Lane, Toronto M5A","American, Bar Food",70,,"21 Tank House Lane, Toronto, ON M5A 3C4, Canada",43.6503794,-79.35839200000002,M5A
138,CASUAL DINING,ND Sushi & Grill,4.8,157,"Baldwin Street, Grange Park","370 College St, Toronto M5T 1L1",Sushi,50,Super Sushi,"370 College St, Toronto, ON M5T 1S6, Canada",43.65726859999999,-79.40468489999998,M5T
139,CASUAL DINING,Cibo Wine Bar King St West,4.0,154,"King Street West, Fashion District","522 King Street West, Toronto",Italian,70,Mamma Mia!,"522 King St W, Toronto, ON M5V 1L7, Canada",43.645241399999996,-79.39740429999998,M5V
140,QUICK BITES,Fresh Off the Boat,3.8,114,"Queen Street West, Fashion District","404 Queen Street West, Toronto",Seafood,30,,"404 Queen St W, Toronto, ON M5V 2A6, Canada",43.64867810000001,-79.39723450000002,M5V
141,FINE DINING,Zen,4.7,136,"Woodbine Avenue, Markham",7634 Woodbine Avenue. Markham L3R 2N2,"Sushi, Japanese, Asian",300,Super Sushi,"7634 Woodbine Ave, Markham, ON L3R 2N2, Canada",43.8290778,-79.3536841,L3R
142,CASUAL DINING,Café Polonez,4.9,208,"Roncesvalles Avenue, Roncesvalles Village","195 Roncesvalles Avenue, Toronto M6R 2L5",Polish,50,Happy Herbivores,"195 Roncesvalles Ave, Toronto, ON M6R 2L5, Canada",43.64512620000001,-79.4483484,M6R
143,CASUAL DINING,Emma's Country Kitchen,4.5,120,"Saint Clair Avenue West, Forest Hill","810 Street Clair Avenue W, Toronto M6E 1A7",Canadian,25,"Weekend Brunches, Great Breakfasts","810 St Clair Ave W, Toronto, ON M6C 1B6, Canada",43.681016299999996,-79.43037590000002,M6C
144,CASUAL DINING,Golden Thai,4.1,278,"Richmond Street East, St. Lawrence","105 Church Street, Toronto M5C 2G3","Thai, Asian",50,,"105 Church St, Toronto, ON M5C 2G5, Canada",43.652628299999996,-79.37542540000003,M5C
145,FINE DINING,Alo Restaurant,4.1,47,"Spadina Avenue, Entertainment District","163 Spadina Avenue, 3rd Floor, Toronto M5V 2L6",French,100,Late Night Restaurants,"163 Spadina Ave 3rd Floor, Toronto, ON M5V 2A5, Canada",43.64853910000001,-79.39593719999998,M5V
146,CASUAL DINING,Queen Margherita Pizza,4.2,278,"Queen Street East, Leslieville","1402 Queen Street East, Toronto M4L 1C9",Pizza,60,,"1402 Queen St E, Toronto, ON M4L 1C9, Canada",43.66482329999999,-79.3243043,M4L
147,CASUAL DINING,Ramen Raijin,3.7,193,"Gerrard Street East, Garden District","24 Wellesley St W, Toronto M4Y 2X6","Ramen, Japanese",40,Ramen,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",43.66484370000001,-79.38592969999998,M4Y
148,CASUAL DINING,King's Noodle,4.4,197,"Spadina Avenue, Kensington-Chinatown","296 Spadina Avenue, Toronto M5T 2E7",Cantonese,35,,"296 Spadina Ave, Toronto, ON M5T 2E7, Canada",43.653104799999994,-79.39854129999998,M5T
149,CASUAL DINING,La Palette,4.5,196,"Queen Street West, Fashion District","492 Queen Street West, Toronto",French,60,,"492 Queen St W, Toronto, ON M5V 2B3, Canada",43.64797189999999,-79.40101130000002,M5V
150,FINE DINING,The Chase,4.1,149,"Temperance Street, Financial District","10 Temperance Street, 5th Floor, Toronto","Seafood, Canadian",120,,"10 Temperance St 5th Floor, Toronto, ON M5H 1Y4, Canada",43.6510601,-79.37934899999998,M5H
151,CASUAL DINING,Bier Markt,3.8,273,"The Esplanade, St. Lawrence","58 The Esplanade, Toronto M5E 1R2","Bar Food, Canadian",70,,"58 The Esplanade, Toronto, ON M5E 1A6, Canada",43.64717589999999,-79.37380139999998,M5E
152,DESSERT PARLOR,Soma Chocolate Maker,4.6,213,"Tank House Lane, Distillery District","32 Tank House Lane, Toronto M5A","Desserts, Coffee and Tea",15,,"32 Tank House Lane, Toronto, ON M5A 3C4, Canada",43.6506615,-79.35826569999998,M5A
153,CASUAL DINING,Queen Street Warehouse,3.6,112,"Queen Street West, Entertainment District","232 Queen Street West, Toronto M5V 1Z6","American, Bar Food",30,,"232 Queen St W, Toronto, ON M5V 1Z6, Canada",43.650183500000004,-79.39018759999998,M5V
154,CASUAL DINING,Zet's Restaurant,4.4,193,Mississauga,6445 Airport Road L4V 1E4,"Greek, Burger, Grill, Breakfast",30,Late Night Restaurants,"6445 Airport Rd, Mississauga, ON L4V 1E4, Canada",43.69306029999999,-79.62735339999998,L4V
155,CASUAL DINING,Union Social Eatery,4.3,191,"Derry Road West, Mississauga","6986 Financial Drive, Mississauga L5N 8J4",Grill,50,,"6986 Financial Dr, Mississauga, ON L5N 8J4, Canada",43.6110076,-79.7498791,L5N
156,CASUAL DINING,&Company Resto Bar,3.9,243,"Burnhamthorpe Road West, Mississauga","295 Enfield Place, Mississauga L5B 3J4","Canadian, Fusion",70,,"295 Enfield Pl, Mississauga, ON L5B 3E2, Canada",43.59076820000001,-79.6363064,L5B
157,CASUAL DINING,O&B Canteen,3.9,247,"King Street West, Entertainment District","330 King Street West, Toronto, ON M5V 3X2 3X2",Canadian,60,,"330 King St W, Toronto, ON M5V 3X2, Canada",43.646693,-79.39021,M5V
158,CAFÉ,Hibiscus Cafe,4.4,115,"Augusta Avenue, Kensington-Chinatown","238 Augusta Avenue, Toronto","Cafe, Healthy Food",15,Happy Herbivores,"238 Augusta Ave, Toronto, ON M5T 2L7, Canada",43.6553945,-79.40254509999998,M5T
159,CASUAL DINING,Paramount Fine Foods,4.0,224,"Yonge Street, Downtown Yonge","253 Yonge Street, Toronto M5B 1N8","Lebanese, Middle Eastern",40,,"253 Yonge St, Toronto, ON M5B 1N8, Canada",43.6550676,-79.3800179,M5B
160,CASUAL DINING,The Old Spaghetti Factory,3.7,233,"The Esplanade, St. Lawrence","54 The Esplanade, Toronto M5E 1A6",Italian,50,,"54 The Esplanade, Toronto, ON M5E 1A6, Canada",43.6471355,-79.3744061,M5E
161,CASUAL DINING,Little Sister,3.8,117,"Yonge Street, Yonge & Eglinton","2031 Yonge Street, Toronto M4S 2A2",Indonesian,55,,"2031 Yonge St, Toronto, ON M4S 2A2, Canada",43.70157920000001,-79.3969905,M4S
162,CASUAL DINING,Swatow Restaurant,4.4,178,"Spadina Avenue, Grange Park","309 Spadina Avenue, Toronto M5T1H1",Cantonese,25,"Great Chinese, Pocket Friendly","309 Spadina Ave, Toronto, ON M5T 2E6, Canada",43.653836,-79.39810909999999,M5T
163,CASUAL DINING,Tandoori Flame,4.0,245,"Dixie Road, Brampton","8150 Dixie Road, Brampton","North Indian, Indian",35,,"8150 Dixie Rd, Brampton, ON L6T 4X6, Canada",43.7015752,-79.7116351,L6T
164,CASUAL DINING,The Hogtown Vegan,3.9,149,"Bloor Street West, Dovercourt Park","1056 Bloor Street West, Toronto",Canadian,40,"Happy Herbivores, Comfort Food","1056 Bloor St W, Toronto, ON M6H 1M3, Canada",43.6606744,-79.43260980000002,M6H
165,CASUAL DINING,La Cubana,4.1,132,"Ossington Avenue, Beaconsfield Village","92 Ossington Avenue, Toronto M6J 2Z4",Cuban,50,Weekend Brunches,"92 Ossington Ave, Toronto, ON M6J 2Z4, Canada",43.6462416,-79.41977170000001,M6J
166,CASUAL DINING,Weslodge Bar & Grill,4.1,204,Fashion District,480 King Street. West M5V 1L7,Fusion,120,,"480 King St W, Toronto, ON M5V 1L7, Canada",43.6454236,-79.3962213,M5V
167,CASUAL DINING,Korean Grill House,4.2,198,"Queen Street West, Entertainment District","214 Queen Street West, Toronto","BBQ, Korean",45,,"214 Queen St W, Toronto, ON M5V 1Z2, Canada",43.6505585,-79.38938379999998,M5V
168,FAST CASUAL,Fresh,4.2,237,"Bloor Street West, Discovery District","326 Bloor Street West, Toronto","Healthy Food, Juices",40,Happy Herbivores,"326 Bloor St W, Toronto, ON M5S 1W5, Canada",43.666920899999994,-79.40346600000002,M5S
169,CAFÉ,Arepa Cafe,4.4,159,"Queen Street West, Fashion District","490 Queen Street West, Toronto","Cafe, Venezuelan",30,,"490 Queen St W, Toronto, ON M5V 2B3, Canada",43.6479443,-79.4009188,M5V
170,CASUAL DINING,Marcello's Pizzeria,4.5,260,"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 18-20, Vaughan L4K 5Y6","Pizza, Italian",65,,"1 Bass Pro Mills Dr, Vaughan, ON L4K 5W4, Canada",43.8248238,-79.53940039999998,L4K
171,FINE DINING,Bosk - Shangri-La Hotel,4.0,76,"University Avenue, Entertainment District","Shangri-La Hotel, 188 University Avenue, Toronto M5H 0A3","Asian, Canadian",120,,"188 University Ave, Toronto, ON M5H 0A3, Canada",43.6494202,-79.3862324,M5H
172,CASUAL DINING,The One That Got Away,4.4,178,"King Street West, Fashion District","581 King Street West, Toronto","Fish and Chips, British",35,,"581 King St W, Toronto, ON M5V 1M1, Canada",43.6443312,-79.39982540000003,M5V
173,CASUAL DINING,Dumpling House,4.4,160,"Spadina Avenue, Kensington-Chinatown","328 Spadina Avenue, Toronto M5T 2E7",Northern Chinese,25,,"328 Spadina Ave, Toronto, ON M5T 2E7, Canada",43.65379,-79.398698,M5T
174,CASUAL DINING,Fusaro's Italian Kitchen,4.3,117,"Spadina Avenue, Entertainment District","147 Spadina Avenue, Toronto M5V 2L7",Italian,50,Mamma Mia!,"147 Spadina Ave, Toronto, ON M5V 2L7, Canada",43.64809010000001,-79.3956953,M5V
175,CASUAL DINING,The Good Fork,4.4,180,"2425 Bloor St West, Bloor West Village","1550, Dundas Street, West Toronto, ON M6K 1T5, Etobicoke, Toronto M6S 1P9",American,45,Great Breakfasts,"1550 Dundas St W, Toronto, ON M6K 1T6, Canada",43.6499162,-79.43355940000002,M6K
176,CASUAL DINING,Fran's,3.7,236,"College Street, Downtown Yonge","20 College Street, Toronto","Grill, Diner, Burger, American",40,,"20 College St, Toronto, ON M5G 1K2, Canada",43.66144509999999,-79.3841056,M5G
177,QUICK BITES,Smoke's Poutinerie,3.8,258,"Adelaide Street West, Entertainment District","218 Adelaide Street West, Toronto M5H 1W7",Canadian,25,,"218 Adelaide St W, Toronto, ON M5H 1W7, Canada",43.6485525,-79.3877564,M5H
178,CASUAL DINING,The Senator Restaurant,3.9,160,"Victoria Street, Garden District","249 Victoria Street, Toronto M5B 1T8","Canadian, Diner, Desserts",50,,"249 Victoria St, Toronto, ON M5B 1T8, Canada",43.655749,-79.37899209999998,M5B
179,CASUAL DINING,Crown Princess Fine Dining,4.1,137,Downtown Yonge,"1033 Bay Street, Toronto","Dim Sum, Cantonese, Chinese, Asian",80,Great Chinese,"1033 Bay St, Toronto, ON M5S 3A3, Canada",43.6663211,-79.3872946,M5S
180,BAR,C'est What?,4.0,251,"Church Street, St. Lawrence","67 Front Street East, Toronto M5E 1B5",Bar Food,75,"Craft Beer, Board Games","67 Front St E, Toronto, ON M5E 1B5, Canada",43.64824829999999,-79.37335929999998,M5E
181,QUICK BITES,Burgernator,4.3,141,"Augusta Avenue, Kensington-Chinatown","269 Augusta Avenue, Toronto","Burger, Fast Food",35,Kickass Burgers,"269 Augusta Ave, Toronto, ON M5T 2M1, Canada",43.655666499999995,-79.40225099999998,M5T
182,CASUAL DINING,Pho Rua Vang Golden Turtle,4.2,213,"Ossington Avenue, Trinity Bellwoods",125 Ossington Avenue M6J 2Z2,"Vietnamese, Asian",30,Restaurants Serving Pho,"125 Ossington Ave, Toronto, ON M6J 2Z2, Canada",43.6468439,-79.4196398,M6J
183,CAFÉ,Little Nicky's Coffee,4.3,115,"Queen Street West, Grange Park","375 Queen Street West, Toronto M5V 2A5",Cafe,20,,"375 Queen St W, Toronto, ON M5V 2A5, Canada",43.6489461,-79.3937402,M5V
184,CASUAL DINING,Zakkushi,4.1,125,"Carlton Street, Cabbagetown","193 Carlton Street, Toronto M5A 2K7","Japanese, Asian",65,,"193 Carlton St, Toronto, ON M5A 2K7, Canada",43.66351470000001,-79.3706875,M5A
185,FINE DINING,Brassaii,4.0,207,"King Street West, Fashion District","461 King Street West, Toronto M5V 1K4",Mediterranean,130,,"461 King St W, Toronto, ON M5V 1K4, Canada",43.6444564,-79.39609109999998,M5V
186,CASUAL DINING,Kit Kat Italian Bar & Grill,4.1,209,"King Street West, Entertainment District","297 King Street West, Toronto M5V 1J5","Italian, Grill, Bar Food",60,Late Night Restaurants,"297 King St W, Toronto, ON M5V 1J5, Canada",43.646353399999995,-79.3901407,M5V
187,CASUAL DINING,ki modern japanese + bar,4.1,223,"Bay Street, Financial District",181 Bay Street M5J 2T3,"Japanese, Asian",80,,"181 Bay St, Toronto, ON M5J 2V1, Canada",43.64726160000001,-79.3785998,M5J
188,CASUAL DINING,Song Cook's Authentic Korean Restaurant,4.3,122,"Steeles Avenue West, Thornhill","72 Steeles Avenue W, Unit 6, Thornhill L4J 1A1","Korean, Asian",45,,"6-72 Steeles Ave W, Thornhill, ON L4J 1V7, Canada",43.7980813,-79.42061070000003,L4J
189,CASUAL DINING,Milagro,3.9,178,Entertainment District,"5 Mercer Street, Toronto M5V 1H2",Mexican,60,Mealshare,"5 Mercer St, Toronto, ON M5V 1H2, Canada",43.6457752,-79.3896815,M5V
190,CASUAL DINING,Le Papillon on Front,4.2,203,St. Lawrence,"69 Front Street East, Toronto M5E 1B5",French,80,,"69 Front St E, Toronto, ON M5E 1B5, Canada",43.6482889,-79.3732624,M5E
191,CAFÉ,Future Bistro,4.1,219,"Bloor Street West, Harbord Village","483 Bloor Street West, Toronto M5S 1Y2","Cafe, Polish, Desserts",40,,"483 Bloor St W, Toronto, ON M5S 1Y2, Canada",43.6657844,-79.4075929,M5S
192,QUICK BITES,The Real McCoy,4.5,179,"Markham Road, Scarborough","1033 Markham Road, Scarborough M1H 2Y5","Pizza, Fast Food",25,,"1033 Markham Rd, Scarborough, ON M1H 2G1, Canada",43.7740605,-79.230389,M1H
193,CASUAL DINING,New Generation Sushi,4.1,268,"Bloor Street West, Harbord Village","493 Bloor Street West, Toronto M5S1Y2","Sushi, Japanese, Asian",40,,"493 Bloor St W, Toronto, ON M5S 1Y2, Canada",43.6657235,-79.40788420000001,M5S
194,CASUAL DINING,The Keg Steakhouse + Bar - Mansion,4.5,249,"Jarvis Street, Cabbagetown","515 Jarvis Street, Toronto M4Y 1H7",Steak,100,Date Night,"515 Jarvis St, Toronto, ON M4Y 2H7, Canada",43.6668151,-79.3779253,M4Y
195,CASUAL DINING,Okonomi House,4.4,133,"Grosvenor Street, Downtown Yonge","23 Charles Street West, Toronto","Japanese, Asian",30,,"23 Charles St W, Toronto, ON M4Y 2R4, Canada",43.6682367,-79.3871709,M4Y
196,CASUAL DINING,Dragon Boat Fusion Cuisine,4.2,121,"East Beaver Creek Road, Richmond Hill","160 East Beaver Creek Road, Suite 4-6, Richmond Hill L4B 4A7","Dim Sum, Cantonese",40,,"160 East Beaver Creek Rd Suite 4-6, Richmond Hill, ON L4B 3J6, Canada",43.848802899999995,-79.37656170000002,L4B
197,QUICK BITES,Square Boy,4.3,200,The Danforth,"875 Danforth Avenue, Toronto","Greek, Burger",20,,"875 Danforth Ave, Toronto, ON M4J 1L8, Canada",43.679776399999994,-79.3394328,M4J
198,CASUAL DINING,Marché Restaurant,4.0,195,"Yonge Street, St. Lawrence","Brookfield Place, 181 Bay Street, Unit 107S, Toronto M5J 2T3",American,30,,"181 Bay St, Toronto, ON M5J 2T3, Canada",43.64726160000001,-79.3785998,M5J
